name,serving_size,calories,saturated_fat,protein,carbohydrate,fat,fiber,sugars,saturated_fatty_acids,monounsaturated_fatty_acids,Category,Type
"Pears, raw, asian",100 g,42,,0.50 g,10.65 g,0.23 g,3.6 g,7.05 g,0.012 g,0.049 g,Fruits,Fruits (Vegan)
"Chard, raw, swiss",100 g,19,,1.80 g,3.74 g,0.20 g,1.6 g,1.10 g,0.030 g,0.040 g,Vegetables,Vegetables (Vegan)
"Goose, raw, liver",100 g,133,1.6g,16.37 g,6.32 g,4.28 g,0.0 g,0,1.590 g,0.810 g,Protein,Other
"Sausage, meatless",100 g,255,2.9g,20.28 g,8.09 g,18.16 g,2.8 g,0.00 g,2.926 g,4.498 g,Protein,Other
"Peppermint, fresh",100 g,70,0.2g,3.75 g,14.89 g,0.94 g,8.0 g,0,0.246 g,0.033 g,Mixed,Other
"Vinegar, red wine",100 g,19,,0.04 g,0.27 g,0.00 g,0.0 g,0.00 g,0.000 g,0,Vegetables,Other
"Vinegar, balsamic",100 g,88,,0.49 g,17.03 g,0.00 g,0,14.95 g,0.000 g,0,Fruits,Fruits (Vegan)
"Luxury loaf, pork",100 g,141,1.6g,18.40 g,4.90 g,4.80 g,0.0 g,0,1.580 g,2.330 g,Protein,Red Meat
"Bread, wheat bran",100 g,248,0.8g,8.80 g,47.80 g,3.40 g,4.0 g,9.68 g,0.779 g,1.618 g,Carbs,Grains (Vegan)
"Croissants, apple",100 g,254,5g,7.40 g,37.10 g,8.70 g,2.5 g,0,4.994 g,2.393 g,Carbs,Other
"Oheloberries, raw",100 g,28,,0.38 g,6.84 g,0.22 g,0,0,0,0,Vegetables,Other
"Rice noodles, dry",100 g,364,0.2g,5.95 g,80.18 g,0.56 g,1.6 g,0.12 g,0.153 g,0.175 g,Carbs,Grains (Vegan)
"Plantains, cooked",100 g,116,0.1g,0.79 g,31.15 g,0.18 g,2.3 g,14.00 g,0.069 g,0.015 g,Fruits,Fruits (Vegan)
"Burdock root, raw",100 g,72,,1.53 g,17.34 g,0.15 g,3.3 g,2.90 g,0.025 g,0.037 g,Carbs,Other
"Butterbur, canned",100 g,3,,0.11 g,0.38 g,0.13 g,0,0,0,0,Vegetables,Other
"Ostrich, raw, fan",100 g,117,1g,21.81 g,0.00 g,2.65 g,0.0 g,0.00 g,0.950 g,0.950 g,Protein,Other
"SILK Nog, soymilk",100 g,74,,2.46 g,12.30 g,1.64 g,0.0 g,9.84 g,0.000 g,0,Mixed,Dairy (Vegetarian)
"Gravy, dry, brown",100 g,367,3.3g,10.74 g,59.38 g,9.61 g,2.0 g,0,3.319 g,4.452 g,Carbs,Other
"Muffins, oat bran",100 g,270,1.1g,7.00 g,48.30 g,7.40 g,4.6 g,8.22 g,1.087 g,1.695 g,Carbs,Other
"Strawberries, raw",100 g,32,,0.67 g,7.68 g,0.30 g,2.0 g,4.89 g,0.015 g,0.043 g,Vegetables,Vegetables (Vegan)
"Fish, raw, burbot",100 g,90,0.2g,19.31 g,0.00 g,0.81 g,0.0 g,0,0.163 g,0.133 g,Protein,Fish
"Wheat germ, crude",100 g,360,1.7g,23.15 g,51.80 g,9.72 g,13.2 g,0,1.665 g,1.365 g,Protein,Other
"Wheat, hard white",100 g,342,0.3g,11.31 g,75.90 g,1.71 g,12.2 g,0.41 g,0.277 g,0.203 g,Carbs,Other
"Wheat bran, crude",100 g,216,0.6g,15.55 g,64.51 g,4.25 g,42.8 g,0.41 g,0.630 g,0.637 g,Protein,Other
"Gooseberries, raw",100 g,44,,0.88 g,10.18 g,0.58 g,4.3 g,0,0.038 g,0.051 g,Vegetables,Vegetables (Vegan)
"Grape leaves, raw",100 g,93,0.3g,5.60 g,17.31 g,2.12 g,11.0 g,6.30 g,0.336 g,0.081 g,Carbs,Other
"Kale, raw, scotch",100 g,42,0.1g,2.80 g,8.32 g,0.60 g,1.7 g,0,0.078 g,0.045 g,Vegetables,Vegetables (Vegan)
"Whey, fluid, acid",100 g,24,0.1g,0.76 g,5.12 g,0.09 g,0.0 g,5.12 g,0.057 g,0.025 g,Mixed,Other
"Eggplant, pickled",100 g,49,0.1g,0.90 g,9.77 g,0.70 g,2.5 g,4.80 g,0.140 g,0.063 g,Vegetables,Eggs (Vegetarian)
"Fennel, raw, bulb",100 g,31,0.1g,1.24 g,7.30 g,0.20 g,3.1 g,3.93 g,0.090 g,0.068 g,Vegetables,Vegetables (Vegan)
"Egg, dried, white",100 g,382,,81.10 g,7.80 g,0.00 g,0.0 g,5.40 g,0.000 g,0.000 g,Protein,Eggs (Vegetarian)
"Wild rice, cooked",100 g,101,,3.99 g,21.34 g,0.34 g,1.8 g,0.73 g,0.049 g,0.050 g,Carbs,Grains (Vegan)
"Chicken, meatless",100 g,224,1.5g,23.64 g,3.64 g,12.73 g,3.6 g,0.00 g,1.534 g,2.355 g,Protein,Poultry
"Corn grain, white",100 g,365,0.7g,9.42 g,74.26 g,4.74 g,0,0,0.667 g,1.251 g,Carbs,Other
"Wheat, soft white",100 g,340,0.4g,10.69 g,75.36 g,1.99 g,12.7 g,0.41 g,0.368 g,0.227 g,Carbs,Other
"Elderberries, raw",100 g,73,,0.66 g,18.40 g,0.50 g,7.0 g,0,0.023 g,0.080 g,Carbs,Other
"Nuts, raw, acorns",100 g,387,3.1g,6.15 g,40.75 g,23.86 g,0,0,3.102 g,15.109 g,Carbs,Nuts and Seeds (Vegan)
"Cabbage, raw, red",100 g,31,,1.43 g,7.37 g,0.16 g,2.1 g,3.83 g,0.021 g,0.012 g,Vegetables,Vegetables (Vegan)
"Blackberries, raw",100 g,43,,1.39 g,9.61 g,0.49 g,5.3 g,4.88 g,0.014 g,0.047 g,Vegetables,Vegetables (Vegan)
"Wasabi, raw, root",100 g,109,,4.80 g,23.54 g,0.63 g,7.8 g,0,0,0,Carbs,Other
"Raspberries, raw",100 g,52,,1.20 g,11.94 g,0.65 g,6.5 g,4.42 g,0.019 g,0.064 g,Mixed,Vegetables (Vegan)
"Bread, rice bran",100 g,243,0.7g,8.90 g,43.50 g,4.60 g,4.9 g,4.67 g,0.709 g,1.654 g,Carbs,Grains (Vegan)
"Taro shoots, raw",100 g,11,,0.92 g,2.32 g,0.09 g,0,0,0.018 g,0.007 g,Vegetables,Other
"Emu, raw, ground",100 g,134,1g,22.77 g,0.00 g,4.03 g,0.0 g,0.00 g,1.022 g,1.607 g,Protein,Other
"Fish, raw, cisco",100 g,98,0.4g,18.99 g,0.00 g,1.91 g,0.0 g,0,0.421 g,0.469 g,Protein,Fish
"Couscous, cooked",100 g,112,,3.79 g,23.22 g,0.16 g,1.4 g,0.10 g,0.029 g,0.022 g,Carbs,Other
"Dill weed, fresh",100 g,43,0.1g,3.46 g,7.02 g,1.12 g,2.1 g,0,0.060 g,0.802 g,Mixed,Other
"Spearmint, dried",100 g,285,1.6g,19.93 g,52.04 g,6.03 g,29.8 g,0,1.577 g,0.210 g,Protein,Other
"Spearmint, fresh",100 g,44,0.2g,3.29 g,8.41 g,0.73 g,6.8 g,0,0.191 g,0.025 g,Vegetables,Vegetables (Vegan)
Tamales (Navajo),100 g,153,2.4g,6.28 g,18.12 g,6.12 g,3.1 g,0.99 g,2.396 g,2.739 g,Carbs,Other
"Rice bran, crude",100 g,316,4.2g,13.35 g,49.69 g,20.85 g,21.0 g,0.90 g,4.171 g,7.549 g,Carbs,Grains (Vegan)
"Ginger root, raw",100 g,80,0.2g,1.82 g,17.77 g,0.75 g,2.0 g,1.70 g,0.203 g,0.154 g,Carbs,Other
"Fish, tuna salad",100 g,187,1.5g,16.04 g,9.41 g,9.26 g,0.0 g,0,1.544 g,2.887 g,Protein,Fish
"Orange peel, raw",100 g,97,,1.50 g,25.00 g,0.20 g,10.6 g,0,0.024 g,0.036 g,Carbs,Other
"Blueberries, raw",100 g,57,,0.74 g,14.49 g,0.33 g,2.4 g,9.96 g,0.028 g,0.047 g,Fruits,Fruits (Vegan)
"Beet greens, raw",100 g,22,,2.20 g,4.33 g,0.13 g,3.7 g,0.50 g,0.020 g,0.026 g,Vegetables,Vegetables (Vegan)
"Bagels, oat bran",100 g,255,0.2g,10.70 g,53.30 g,1.20 g,3.6 g,1.63 g,0.191 g,0.249 g,Carbs,Other
"Clementines, raw",100 g,47,,0.85 g,12.02 g,0.15 g,1.7 g,9.18 g,0,0,Fruits,Fruits (Vegan)
"Peas, raw, green",100 g,81,0.1g,5.42 g,14.45 g,0.40 g,5.7 g,5.67 g,0.071 g,0.035 g,Mixed,Other
"Oat bran, cooked",100 g,40,0.2g,3.21 g,11.44 g,0.86 g,2.6 g,0,0.163 g,0.291 g,Vegetables,Vegetables (Vegan)
"Pears, bosc, raw",100 g,67,,0.36 g,16.10 g,0.09 g,3.1 g,10.23 g,0,0,Fruits,Fruits (Vegan)
"Headcheese, pork",100 g,157,3.4g,13.83 g,0.00 g,10.90 g,0.0 g,0.00 g,3.402 g,5.601 g,Protein,Red Meat
Ham salad spread,100 g,216,5g,8.68 g,10.64 g,15.53 g,0.0 g,0.00 g,5.049 g,7.171 g,Fats,Other
"Pastrami, turkey",100 g,139,1.4g,16.30 g,3.34 g,6.21 g,0.1 g,3.34 g,1.395 g,1.930 g,Protein,Poultry
"Cranberries, raw",100 g,46,,0.46 g,11.97 g,0.13 g,3.6 g,4.27 g,0.008 g,0.018 g,Vegetables,Vegetables (Vegan)
"Quinoa, uncooked",100 g,368,0.7g,14.12 g,64.16 g,6.07 g,7.0 g,0,0.706 g,1.613 g,Carbs,Other
"Emu, raw, oyster",100 g,141,1.2g,22.81 g,0.00 g,4.86 g,0.0 g,0.00 g,1.231 g,1.937 g,Protein,Other
"Rose-apples, raw",100 g,25,,0.60 g,5.70 g,0.30 g,0,0,0,0,Vegetables,Other
"Fish, raw, scup",100 g,105,0.6g,18.88 g,0.00 g,2.73 g,0.0 g,0.00 g,0.640 g,0.560 g,Protein,Fish
"Bread, oat bran",100 g,236,0.7g,10.40 g,39.80 g,4.40 g,4.5 g,7.70 g,0.697 g,1.590 g,Carbs,Grains (Vegan)
"Watermelon, raw",100 g,30,,0.61 g,7.55 g,0.15 g,0.4 g,6.20 g,0.016 g,0.037 g,Mixed,Other
"Bacon, meatless",100 g,309,4.6g,11.69 g,5.31 g,29.52 g,2.6 g,0.00 g,4.622 g,7.095 g,Fats,Other
"Rosemary, fresh",100 g,131,2.8g,3.31 g,20.70 g,5.86 g,14.1 g,0,2.838 g,1.160 g,Carbs,Other
"Croutons, plain",100 g,407,1.5g,11.90 g,73.50 g,6.60 g,5.1 g,0,1.510 g,3.059 g,Carbs,Other
"Lemon peel, raw",100 g,47,,1.50 g,16.00 g,0.30 g,10.6 g,4.17 g,0.039 g,0.011 g,Carbs,Other
"Nectarines, raw",100 g,44,,1.06 g,10.55 g,0.32 g,1.7 g,7.89 g,0.025 g,0.088 g,Fruits,Fruits (Vegan)
"Mulberries, raw",100 g,43,,1.44 g,9.80 g,0.39 g,1.7 g,8.10 g,0.027 g,0.041 g,Mixed,Other
"Lotus root, raw",100 g,74,,2.60 g,17.23 g,0.10 g,4.9 g,0,0.030 g,0.020 g,Carbs,Other
"Fish, raw, spot",100 g,123,1.5g,18.51 g,0.00 g,4.90 g,0.0 g,0,1.450 g,1.330 g,Protein,Fish
"Crabapples, raw",100 g,76,,0.40 g,19.95 g,0.30 g,0,0,0.048 g,0.012 g,Carbs,Other
"Breadfruit, raw",100 g,103,,1.07 g,27.12 g,0.23 g,4.9 g,11.00 g,0.048 g,0.034 g,Fruits,Grains (Vegan)
"Pimento, canned",100 g,23,,1.10 g,5.10 g,0.30 g,1.9 g,2.71 g,0.045 g,0.020 g,Vegetables,Vegetables (Vegan)
"Tomatillos, raw",100 g,32,0.1g,0.96 g,5.84 g,1.02 g,1.9 g,3.93 g,0.139 g,0.155 g,Mixed,Other
"Raisins, seeded",100 g,296,0.2g,2.52 g,78.47 g,0.54 g,6.8 g,0,0.178 g,0.022 g,Carbs,Other
"Bologna, turkey",100 g,209,4.4g,11.42 g,4.68 g,16.05 g,0.5 g,2.90 g,4.355 g,6.836 g,Protein,Poultry
Vanilla extract,100 g,288,,0.06 g,12.65 g,0.06 g,0.0 g,12.65 g,0.010 g,0.010 g,Fruits,Fruits (Vegan)
"Fish, raw, carp",100 g,127,1.1g,17.83 g,0.00 g,5.60 g,0.0 g,0.00 g,1.083 g,2.328 g,Protein,Fish
"Wheat, sprouted",100 g,198,0.2g,7.49 g,42.53 g,1.27 g,1.1 g,0,0.206 g,0.151 g,Carbs,Other
"Fish, raw, cusk",100 g,87,0.1g,18.99 g,0.00 g,0.69 g,0.0 g,0,0.130 g,0.090 g,Protein,Fish
"Watercress, raw",100 g,11,,2.30 g,1.29 g,0.10 g,0.5 g,0.20 g,0.027 g,0.008 g,Vegetables,Other
"Fish, raw, ling",100 g,87,0.1g,18.99 g,0.00 g,0.64 g,0.0 g,0,0.120 g,0.090 g,Protein,Fish
"Bread, cinnamon",100 g,253,,7.05 g,44.38 g,5.29 g,3.5 g,14.11 g,0.000 g,0.000 g,Carbs,Grains (Vegan)
"Spelt, uncooked",100 g,338,0.4g,14.57 g,70.19 g,2.43 g,10.7 g,6.82 g,0.406 g,0.445 g,Carbs,Other
"Cabbage, kimchi",100 g,15,0.1g,1.10 g,2.40 g,0.50 g,1.6 g,1.06 g,0.067 g,0.037 g,Vegetables,Vegetables (Vegan)
"Crackers, milk",100 g,446,2.9g,7.60 g,71.73 g,13.77 g,3.4 g,10.32 g,2.912 g,5.485 g,Carbs,Dairy (Vegetarian)
"Arrowroot, raw",100 g,65,,4.24 g,13.39 g,0.20 g,1.3 g,0,0.039 g,0.004 g,Mixed,Other
"Bread, oatmeal",100 g,269,0.7g,8.40 g,48.50 g,4.40 g,4.0 g,8.14 g,0.703 g,1.578 g,Carbs,Grains (Vegan)
"Bread, italian",100 g,271,,8.80 g,50.10 g,3.50 g,3.2 g,3.17 g,0.000 g,0.812 g,Carbs,Grains (Vegan)
"Millet, puffed",100 g,354,0.7g,13.00 g,80.00 g,3.40 g,2.7 g,0.55 g,0.670 g,0.717 g,Carbs,Other
"Vinegar, cider",100 g,21,,0.00 g,0.93 g,0.00 g,0.0 g,0.40 g,0.000 g,0.000 g,Vegetables,Other
"Scrapple, pork",100 g,213,4.7g,8.06 g,14.06 g,13.87 g,0.3 g,0.20 g,4.732 g,6.156 g,Mixed,Red Meat
"Longans, dried",100 g,286,,4.90 g,74.00 g,0.40 g,0,0,0,0,Carbs,Other
"Pectin, liquid",100 g,11,,0.00 g,2.10 g,0.00 g,2.1 g,0.00 g,0.000 g,0.000 g,Vegetables,Vegetables (Vegan)
"Pretzels, soft",100 g,338,0.7g,8.20 g,69.39 g,3.10 g,1.7 g,0.25 g,0.695 g,1.071 g,Carbs,Other
"Quinoa, cooked",100 g,120,0.2g,4.40 g,21.30 g,1.92 g,2.8 g,0.87 g,0.231 g,0.528 g,Carbs,Other
"Plantains, raw",100 g,122,0.1g,1.30 g,31.89 g,0.37 g,2.3 g,15.00 g,0.143 g,0.032 g,Fruits,Fruits (Vegan)
"Parsley, fresh",100 g,36,0.1g,2.97 g,6.33 g,0.79 g,3.3 g,0.85 g,0.132 g,0.295 g,Vegetables,Vegetables (Vegan)
"Barley, hulled",100 g,354,0.5g,12.48 g,73.48 g,2.30 g,17.3 g,0.80 g,0.482 g,0.295 g,Carbs,Other
"Radicchio, raw",100 g,23,0.1g,1.43 g,4.48 g,0.25 g,0.9 g,0.60 g,0.060 g,0.010 g,Vegetables,Other
"Bulgur, cooked",100 g,83,,3.08 g,18.58 g,0.24 g,4.5 g,0.10 g,0.042 g,0.031 g,Carbs,Other
"Tempeh, cooked",100 g,195,3.4g,19.91 g,7.62 g,11.38 g,0,0,3.400 g,3.745 g,Protein,Other
Chicken spread,100 g,158,3.2g,18.01 g,4.05 g,17.56 g,0.3 g,0.47 g,3.230 g,4.800 g,Protein,Poultry
"Millet, cooked",100 g,119,0.2g,3.51 g,23.67 g,1.00 g,1.3 g,0.13 g,0.172 g,0.184 g,Carbs,Other
"Capers, canned",100 g,23,0.2g,2.36 g,4.89 g,0.86 g,3.2 g,0.41 g,0.233 g,0.063 g,Vegetables,Vegetables (Vegan)
"Sapodilla, raw",100 g,83,0.2g,0.44 g,19.96 g,1.10 g,5.3 g,0,0.194 g,0.521 g,Carbs,Other
"Wild rice, raw",100 g,357,0.2g,14.73 g,74.90 g,1.08 g,6.2 g,2.50 g,0.156 g,0.159 g,Carbs,Grains (Vegan)
"Arrowhead, raw",100 g,99,,5.33 g,20.23 g,0.29 g,0,0,0,0,Carbs,Other
"Frog legs, raw",100 g,73,0.1g,16.40 g,0.00 g,0.30 g,0.0 g,0.00 g,0.076 g,0.053 g,Protein,Other
"Jackfruit, raw",100 g,95,0.2g,1.72 g,23.25 g,0.64 g,1.5 g,19.08 g,0.195 g,0.155 g,Fruits,Fruits (Vegan)
"Rutabagas, raw",100 g,37,,1.08 g,8.62 g,0.16 g,2.3 g,4.46 g,0.027 g,0.025 g,Vegetables,Vegetables (Vegan)
"Cornsalad, raw",100 g,21,,2.00 g,3.60 g,0.40 g,0,0,0,0,Vegetables,Other
"Cherimoya, raw",100 g,75,0.2g,1.57 g,17.71 g,0.68 g,3.0 g,12.87 g,0.233 g,0.055 g,Fruits,Fruits (Vegan)
"Asparagus, raw",100 g,20,,2.20 g,3.88 g,0.12 g,2.1 g,1.88 g,0.040 g,0.000 g,Vegetables,Vegetables (Vegan)
"Apricots, raw",100 g,48,,1.40 g,11.12 g,0.39 g,2.0 g,9.24 g,0.027 g,0.170 g,Fruits,Fruits (Vegan)
"Broccoli, raw",100 g,34,,2.82 g,6.64 g,0.37 g,2.6 g,1.70 g,0.039 g,0.011 g,Vegetables,Vegetables (Vegan)
"Shallots, raw",100 g,72,,2.50 g,16.80 g,0.10 g,3.2 g,7.87 g,0.017 g,0.014 g,Fruits,Fruits (Vegan)
"Couscous, dry",100 g,376,0.1g,12.76 g,77.43 g,0.64 g,5.0 g,0,0.117 g,0.089 g,Carbs,Other
Meat extender,100 g,311,0.4g,41.71 g,34.71 g,2.97 g,17.5 g,0,0.424 g,0.648 g,Protein,Other
Sorghum grain,100 g,329,0.6g,10.62 g,72.09 g,3.46 g,6.7 g,2.53 g,0.610 g,1.131 g,Carbs,Other
"Pepeao, dried",100 g,298,,4.82 g,81.03 g,0.44 g,0,0,0,0,Carbs,Other
"Purslane, raw",100 g,20,,2.03 g,3.39 g,0.36 g,0,0,0,0,Vegetables,Other
"Radishes, raw",100 g,16,,0.68 g,3.40 g,0.10 g,1.6 g,1.86 g,0.032 g,0.017 g,Vegetables,Vegetables (Vegan)
"Rolls, french",100 g,277,1g,8.60 g,50.20 g,4.30 g,3.2 g,0.31 g,0.962 g,1.961 g,Carbs,Other
"Bagels, wheat",100 g,250,,10.20 g,48.89 g,1.53 g,4.1 g,6.12 g,0.000 g,0.290 g,Carbs,Other
"Parsnips, raw",100 g,75,0.1g,1.20 g,17.99 g,0.30 g,4.9 g,4.80 g,0.050 g,0.112 g,Carbs,Other
"Collards, raw",100 g,32,0.1g,3.02 g,5.42 g,0.61 g,4.0 g,0.46 g,0.055 g,0.030 g,Vegetables,Vegetables (Vegan)
Rice crackers,100 g,416,,10.00 g,82.64 g,5.00 g,0.0 g,0.00 g,0.000 g,3.021 g,Carbs,Grains (Vegan)
"Celeriac, raw",100 g,42,0.1g,1.50 g,9.20 g,0.30 g,1.8 g,1.60 g,0.079 g,0.058 g,Vegetables,Vegetables (Vegan)
"Kumquats, raw",100 g,71,0.1g,1.88 g,15.90 g,0.86 g,6.5 g,9.36 g,0.103 g,0.154 g,Fruits,Fruits (Vegan)
"Oat bran, raw",100 g,246,1.3g,17.30 g,66.22 g,7.03 g,15.4 g,1.45 g,1.328 g,2.376 g,Protein,Other
"Spelt, cooked",100 g,127,,5.50 g,26.44 g,0.85 g,3.9 g,0,0,0,Carbs,Other
"Bread, potato",100 g,266,,12.50 g,47.07 g,3.13 g,6.3 g,9.38 g,0.000 g,0.000 g,Carbs,Grains (Vegan)
"Kohlrabi, raw",100 g,27,,1.70 g,6.20 g,0.10 g,3.6 g,2.60 g,0.013 g,0.007 g,Vegetables,Vegetables (Vegan)
"Celtuce, raw",100 g,18,,0.85 g,3.65 g,0.30 g,1.7 g,0,0,0,Vegetables,Vegetables (Vegan)
"Thyme, fresh",100 g,101,0.5g,5.56 g,24.45 g,1.68 g,14.0 g,0,0.467 g,0.081 g,Carbs,Other
"Basil, fresh",100 g,23,,3.15 g,2.65 g,0.64 g,1.6 g,0.30 g,0.041 g,0.088 g,Vegetables,Vegetables (Vegan)
"Rhubarb, raw",100 g,21,0.1g,0.90 g,4.54 g,0.20 g,1.8 g,1.10 g,0.053 g,0.039 g,Vegetables,Vegetables (Vegan)
"Nopales, raw",100 g,16,,1.32 g,3.33 g,0.09 g,2.2 g,1.15 g,0.016 g,0.018 g,Vegetables,Vegetables (Vegan)
"Longans, raw",100 g,60,,1.31 g,15.14 g,0.10 g,1.1 g,0,0,0,Carbs,Other
"Loquats, raw",100 g,47,,0.43 g,12.14 g,0.20 g,1.7 g,0,0.040 g,0.008 g,Mixed,Other
"Epazote, raw",100 g,32,,0.33 g,7.44 g,0.52 g,3.8 g,0,0,0,Vegetables,Vegetables (Vegan)
"Pumpkin, raw",100 g,26,0.1g,1.00 g,6.50 g,0.10 g,0.5 g,2.76 g,0.052 g,0.013 g,Vegetables,Other
"Carrots, raw",100 g,41,,0.93 g,9.58 g,0.24 g,2.8 g,4.74 g,0.037 g,0.014 g,Vegetables,Vegetables (Vegan)
"Fish, surimi",100 g,99,0.2g,15.18 g,6.85 g,0.90 g,0.0 g,0.00 g,0.191 g,0.149 g,Protein,Fish
"Cabbage, raw",100 g,25,,1.28 g,5.80 g,0.10 g,2.5 g,3.20 g,0.034 g,0.017 g,Vegetables,Vegetables (Vegan)
"Cardoon, raw",100 g,17,,0.70 g,4.07 g,0.10 g,1.6 g,0,0.011 g,0.018 g,Vegetables,Vegetables (Vegan)
"Abiyuch, raw",100 g,69,,1.50 g,17.60 g,0.10 g,5.3 g,8.55 g,0.014 g,0,Fruits,Fruits (Vegan)
"Bread, wheat",100 g,267,0.8g,10.72 g,48.68 g,3.24 g,4.0 g,5.91 g,0.777 g,0.607 g,Carbs,Grains (Vegan)
"Pummelo, raw",100 g,38,,0.76 g,9.62 g,0.04 g,1.0 g,0,0,0,Vegetables,Other
"Quinces, raw",100 g,57,,0.40 g,15.30 g,0.10 g,1.9 g,0,0.010 g,0.036 g,Carbs,Other
Cracker meal,100 g,383,0.3g,9.30 g,80.90 g,1.70 g,2.6 g,0.33 g,0.271 g,0.152 g,Carbs,Other
"Roselle, raw",100 g,49,,0.96 g,11.31 g,0.64 g,0,0,0,0,Vegetables,Other
"Soursop, raw",100 g,66,0.1g,1.00 g,16.84 g,0.30 g,3.3 g,13.54 g,0.051 g,0.090 g,Fruits,Fruits (Vegan)
"Wheat, durum",100 g,339,0.5g,13.68 g,71.13 g,2.47 g,0,0,0.454 g,0.344 g,Carbs,Other
"Arugula, raw",100 g,25,0.1g,2.58 g,3.65 g,0.66 g,1.6 g,2.05 g,0.086 g,0.049 g,Vegetables,Vegetables (Vegan)
"Litchis, raw",100 g,66,0.1g,0.83 g,16.53 g,0.44 g,1.3 g,15.23 g,0.099 g,0.120 g,Fruits,Fruits (Vegan)
"Teff, cooked",100 g,101,,3.87 g,19.86 g,0.65 g,2.8 g,0,0,0,Carbs,Other
"Spinach, raw",100 g,23,0.1g,2.86 g,3.63 g,0.39 g,2.2 g,0.42 g,0.063 g,0.010 g,Vegetables,Vegetables (Vegan)
Phyllo dough,100 g,299,1.5g,7.10 g,52.60 g,6.00 g,1.9 g,0.18 g,1.470 g,3.149 g,Carbs,Other
"Lentils, raw",100 g,352,0.2g,24.63 g,63.35 g,1.06 g,10.7 g,2.03 g,0.154 g,0.193 g,Protein,Legumes (Vegan)
"Cassava, raw",100 g,160,0.1g,1.36 g,38.06 g,0.28 g,1.8 g,1.70 g,0.074 g,0.075 g,Carbs,Other
"Turnips, raw",100 g,28,,0.90 g,6.43 g,0.10 g,1.8 g,3.80 g,0.011 g,0.006 g,Vegetables,Vegetables (Vegan)
"Bananas, raw",100 g,89,0.1g,1.09 g,22.84 g,0.33 g,2.6 g,12.23 g,0.112 g,0.032 g,Fruits,Fruits (Vegan)
"Papayas, raw",100 g,43,0.1g,0.47 g,10.82 g,0.26 g,1.7 g,7.82 g,0.081 g,0.072 g,Fruits,Fruits (Vegan)
"Chives, raw",100 g,30,0.1g,3.27 g,4.35 g,0.73 g,2.5 g,1.85 g,0.146 g,0.095 g,Vegetables,Vegetables (Vegan)
"Salt, table",100 g,0,,0.00 g,0.00 g,0.00 g,0.0 g,0.00 g,0.000 g,0.000 g,Vegetables,Other
"Borage, raw",100 g,21,0.2g,1.80 g,3.06 g,0.70 g,0,0,0.170 g,0.211 g,Vegetables,Other
"Mangos, raw",100 g,60,0.1g,0.82 g,14.98 g,0.38 g,1.6 g,13.66 g,0.092 g,0.140 g,Fruits,Fruits (Vegan)
"Garlic, raw",100 g,149,0.1g,6.36 g,33.06 g,0.50 g,2.1 g,1.00 g,0.089 g,0.011 g,Carbs,Other
"Endive, raw",100 g,17,,1.25 g,3.35 g,0.20 g,3.1 g,0.25 g,0.048 g,0.004 g,Vegetables,Vegetables (Vegan)
Tofu yogurt,100 g,94,0.3g,3.50 g,15.96 g,1.80 g,0.2 g,1.24 g,0.259 g,0.400 g,Carbs,Dairy (Vegetarian)
"Celery, raw",100 g,16,,0.69 g,2.97 g,0.17 g,1.6 g,1.34 g,0.042 g,0.032 g,Vegetables,Vegetables (Vegan)
"Bagels, egg",100 g,278,0.4g,10.60 g,53.00 g,2.10 g,2.3 g,0,0.421 g,0.420 g,Carbs,Eggs (Vegetarian)
"Bulgur, dry",100 g,342,0.2g,12.29 g,75.87 g,1.33 g,12.5 g,0.41 g,0.232 g,0.173 g,Carbs,Other
"Feijoa, raw",100 g,61,0.1g,0.71 g,15.21 g,0.42 g,6.4 g,8.20 g,0.104 g,0.056 g,Fruits,Fruits (Vegan)
"Millet, raw",100 g,378,0.7g,11.02 g,72.85 g,4.22 g,8.5 g,0,0.723 g,0.773 g,Carbs,Other
"Jujube, raw",100 g,79,,1.20 g,20.23 g,0.20 g,0,0,0,0,Carbs,Other
"Onions, raw",100 g,40,,1.10 g,9.34 g,0.10 g,1.7 g,4.24 g,0.042 g,0.013 g,Vegetables,Vegetables (Vegan)
Fish broth,100 g,16,0.1g,2.00 g,0.40 g,0.60 g,0.0 g,0.09 g,0.133 g,0.108 g,Vegetables,Fish
"Bread, rye",100 g,259,0.6g,8.50 g,48.30 g,3.30 g,5.8 g,3.85 g,0.626 g,1.311 g,Carbs,Grains (Vegan)
"Eppaw, raw",100 g,150,,4.60 g,31.68 g,1.80 g,0,0,0,0,Carbs,Other
"Limes, raw",100 g,30,,0.70 g,10.54 g,0.20 g,2.8 g,1.69 g,0.022 g,0.019 g,Vegetables,Vegetables (Vegan)
"Pie, peach",100 g,224,1.5g,1.90 g,32.90 g,10.00 g,0.8 g,16.23 g,1.508 g,4.241 g,Carbs,Other
"Pears, raw",100 g,57,,0.36 g,15.23 g,0.14 g,3.1 g,9.75 g,0.022 g,0.084 g,Fruits,Fruits (Vegan)
"Plums, raw",100 g,46,,0.70 g,11.42 g,0.28 g,1.4 g,9.92 g,0.017 g,0.134 g,Fruits,Fruits (Vegan)
"Rowal, raw",100 g,111,0.2g,2.30 g,23.90 g,2.00 g,6.2 g,14.10 g,0.245 g,0,Carbs,Other
"Beets, raw",100 g,43,,1.61 g,9.56 g,0.17 g,2.8 g,6.76 g,0.027 g,0.032 g,Mixed,Other
